record_id,fielding_chances,putouts,assists,errors,remarks
7674,3,2,1,0,
7682,4,3,0,1,
7695,0,0,0,0,
7698,8,8,0,0,
7699,0,0,0,0,
7701,2,2,0,0,
7704,0,0,0,0,
7708,0,0,0,0,
7709,0,0,0,0,
7710,1,0,1,0,
7712,3,3,0,0,
7717,0,0,0,0,
7718,0,0,0,0,
7723,3,3,0,0,
7726,2,2,0,0,
7733,1,1,0,0,
7734,4,0,3,1,
7744,3,3,0,0,
7526,5,5,0,0,
7527,8,7,1,0,
7531,0,0,0,0,
7538,3,1,2,0,
7539,0,0,0,0,
7544,0,0,0,0,
7565,2,0,2,0,
7567,2,1,1,0,
7568,1,1,0,0,
7580,2,2,0,0,
7582,5,3,2,0,
7588,1,1,0,0,
7592,0,0,0,0,
7600,0,0,0,0,
7607,0,0,0,0,
7616,2,2,0,0,
7620,2,1,1,0,
7625,1,1,0,0,
7627,0,0,0,0,
7631,4,0,3,1,
7641,2,2,0,0,
7654,0,0,0,0,
7887,1,0,1,0,
7889,0,0,0,0,
7901,3,0,3,0,
7922,4,2,2,0,
7923,0,0,0,0,
7928,5,5,0,0,
7940,2,0,2,0,
7948,0,0,0,0,
7954,0,0,0,0,
7957,5,5,0,0,
7961,0,0,0,0,
7977,2,1,1,0,
7978,1,0,1,0,
7989,2,0,2,0,
7990,2,2,0,0,
7991,8,8,0,0,
7996,1,1,0,0,
8008,0,0,0,0,
7772,4,0,4,0,
7776,0,0,0,0,
7786,1,1,0,0,
7794,10,10,0,0,
7809,0,0,0,0,
7811,4,4,0,0,
7812,1,0,1,0,
7829,0,0,0,0,
7831,10,9,1,0,
7833,3,1,2,0,
7836,0,0,0,0,
7845,0,0,0,0,
7846,0,0,0,0,
7849,1,0,1,0,
7851,0,0,0,0,
7854,0,0,0,0,
7861,0,0,0,0,
7862,2,0,2,0,
7863,2,0,2,0,
7869,2,2,0,0,
7873,0,0,0,0,
7875,1,0,1,0,
7879,0,0,0,0,
8140,0,0,0,0,
8144,0,0,0,0,
8148,0,0,0,0,
8150,3,3,0,0,
8152,2,2,0,0,
8159,4,2,2,0,
8167,8,8,0,0,
8173,1,0,1,0,
8174,0,0,0,0,
8189,0,0,0,0,
8190,2,1,1,0,
8202,0,0,0,0,
8210,0,0,0,0,
8213,0,0,0,0,
8228,0,0,0,0,
8232,0,0,0,0,
8244,6,6,0,0,
8247,0,0,0,0,
8253,6,2,4,0,
8265,0,0,0,0,
8023,1,0,1,0,
8025,0,0,0,0,
8033,4,4,0,0,
8041,3,0,3,0,
8043,3,3,0,0,
8054,4,1,2,1,
8060,1,1,0,0,
8093,0,0,0,0,
8094,0,0,0,0,
8095,6,6,0,0,
8097,1,0,1,0,
8105,3,3,0,0,
8113,2,1,1,0,
8116,1,0,1,0,
8118,7,7,0,0,
8122,0,0,0,0,
8123,1,0,1,0,
8127,4,1,3,0,
8128,0,0,0,0,
8138,1,0,0,1,
8369,0,0,0,0,
8372,1,0,1,0,
8375,2,0,2,0,
8380,0,0,0,0,
8394,1,1,0,0,
8396,1,1,0,0,
8401,0,0,0,0,
8414,0,0,0,0,
8426,7,5,2,0,
8430,8,8,0,0,
8434,0,0,0,0,
8446,0,0,0,0,
8450,7,1,5,1,
8455,0,0,0,0,
8457,3,3,0,0,
8458,8,8,0,0,
8460,1,0,0,1,
8274,0,0,0,0,
8284,0,0,0,0,
8285,5,4,1,0,
8293,1,0,1,0,
8297,1,0,1,0,
8298,8,8,0,0,
8300,2,0,2,0,
8303,1,0,1,0,
8304,1,1,0,0,
8312,3,2,0,1,
8314,6,3,2,1,
8323,0,0,0,0,
8325,0,0,0,0,
8327,4,3,1,0,
8328,0,0,0,0,
8337,2,1,1,0,
8339,0,0,0,0,
8340,0,0,0,0,
8348,0,0,0,0,
8350,2,2,0,0,
8351,0,0,0,0,
8366,2,2,0,0,
8367,1,1,0,0,
8594,4,2,2,0,
8599,1,0,1,0,
8600,0,0,0,0,
8601,1,0,1,0,
8615,1,1,0,0,
8620,3,1,2,0,
8623,1,0,1,0,
8628,0,0,0,0,
8629,0,0,0,0,
8634,6,6,0,0,
8635,0,0,0,0,
8637,0,0,0,0,
8666,3,3,0,0,
8667,0,0,0,0,
8673,0,0,0,0,
8674,1,0,1,0,
8677,3,3,0,0,
8680,4,4,0,0,
8682,0,0,0,0,
8684,1,1,0,0,
8688,0,0,0,0,
8691,0,0,0,0,
8693,1,1,0,0,
8696,2,2,0,0,
8698,0,0,0,0,
8475,0,0,0,0,
8477,0,0,0,0,
8481,3,1,2,0,
8483,0,0,0,0,
8487,6,6,0,0,
8489,0,0,0,0,
8493,2,2,0,0,
8501,0,0,0,0,
8505,1,0,1,0,
8509,0,0,0,0,
8512,9,9,0,0,
8513,1,1,0,0,
8514,2,0,2,0,
8521,2,0,2,0,
8545,0,0,0,0,
8546,4,4,0,0,
8560,0,0,0,0,
8565,0,0,0,0,
8569,0,0,0,0,
8583,0,0,0,0,
8587,0,0,0,0,
8591,4,4,0,0,
8812,0,0,0,0,
8826,4,1,3,0,
8833,0,0,0,0,
8834,0,0,0,0,
8838,1,1,0,0,
8848,0,0,0,0,
8849,2,1,1,0,
8853,2,0,2,0,
8859,3,3,0,0,
8865,2,2,0,0,
8869,0,0,0,0,
8870,1,0,1,0,
8878,6,5,1,0,
8884,6,3,3,0,
8885,0,0,0,0,
8901,4,4,0,0,
8902,0,0,0,0,
8903,0,0,0,0,
8912,1,1,0,0,
8921,1,1,0,0,
8928,0,0,0,0,
8931,1,1,0,0,
8939,0,0,0,0,
8941,1,1,0,0,
8706,2,1,1,0,
8710,4,0,2,2,
8713,3,2,1,0,
8726,2,2,0,0,
8727,0,0,0,0,
8728,0,0,0,0,
8732,0,0,0,0,
8735,0,0,0,0,
8741,0,0,0,0,
8754,3,1,2,0,
8762,0,0,0,0,
8772,8,8,0,0,
8775,0,0,0,0,
8776,9,8,1,0,
8777,3,1,2,0,
8779,0,0,0,0,
8787,6,1,5,0,
8793,0,0,0,0,
8794,0,0,0,0,
8795,0,0,0,0,
8801,1,1,0,0,
8802,2,2,0,0,
9091,0,0,0,0,
9094,5,5,0,0,
9100,0,0,0,0,
9112,1,1,0,0,
9126,1,0,1,0,
9130,5,3,2,0,
9135,1,1,0,0,
9141,0,0,0,0,
9144,0,0,0,0,
9161,0,0,0,0,
9181,0,0,0,0,
9182,0,0,0,0,
9185,9,9,0,0,
9187,0,0,0,0,
9190,3,3,0,0,
9197,3,0,3,0,
9202,0,0,0,0,
9211,5,2,3,0,
8942,8,7,1,0,
8944,1,1,0,0,
8949,0,0,0,0,
8950,0,0,0,0,
8954,0,0,0,0,
8958,0,0,0,0,
8960,1,0,1,0,
8981,0,0,0,0,
8986,4,4,0,0,
8997,1,1,0,0,
9009,3,1,2,0,
9012,3,3,0,0,
9039,0,0,0,0,
9041,0,0,0,0,
9056,0,0,0,0,
9059,3,2,1,0,
9066,1,1,0,0,
9070,2,1,1,0,
9079,1,1,0,0,
9081,1,1,0,0,
9082,4,4,0,0,
9313,1,1,0,0,
9316,1,1,0,0,
9322,0,0,0,0,
9323,3,0,3,0,
9325,0,0,0,0,
9326,1,0,1,0,
9331,1,0,1,0,
9334,0,0,0,0,
9336,6,5,1,0,
9350,0,0,0,0,
9351,0,0,0,0,
9359,1,1,0,0,
9366,5,1,4,0,
9374,0,0,0,0,
9375,9,9,0,0,
9377,1,1,0,0,
9382,2,0,2,0,
9383,0,0,0,0,
9402,4,4,0,0,
9410,1,0,0,1,
9412,1,1,0,0,
9221,3,3,0,0,
9223,1,0,1,0,
9229,0,0,0,0,
9230,1,1,0,0,
9244,13,13,0,0,
9245,1,0,1,0,
9249,0,0,0,0,
9251,0,0,0,0,
9252,1,1,0,0,
9253,1,1,0,0,
9257,0,0,0,0,
9259,2,2,0,0,
9261,0,0,0,0,
9263,1,0,1,0,
9281,4,4,0,0,
9286,0,0,0,0,
9288,1,0,1,0,
9289,0,0,0,0,
9290,0,0,0,0,
9291,0,0,0,0,
9302,2,1,1,0,
9307,3,1,2,0,
9450,13,12,1,0,
9452,1,1,0,0,
9454,0,0,0,0,
9456,5,5,0,0,
9457,1,0,1,0,
9462,2,2,0,0,
9463,0,0,0,0,
9464,1,1,0,0,
9465,0,0,0,0,
9466,3,3,0,0,
9470,5,3,2,0,
9471,0,0,0,0,
9472,0,0,0,0,
9474,0,0,0,0,
9475,0,0,0,0,
9423,0,0,0,0,
9424,0,0,0,0,
9425,2,2,0,0,
9426,0,0,0,0,
9428,10,10,0,0,
9429,11,10,1,0,
9431,1,1,0,0,
9433,0,0,0,0,
9434,5,0,5,0,
9438,7,4,3,0,
9440,0,0,0,0,
9441,0,0,0,0,
9442,0,0,0,0,
9444,0,0,0,0,
9446,3,0,3,0,
9447,0,0,0,0,
9448,0,0,0,0,
9588,1,0,1,0,
9609,0,0,0,0,
9617,0,0,0,0,
9620,3,1,2,0,
9623,0,0,0,0,
9624,1,1,0,0,
9625,0,0,0,0,
9630,5,5,0,0,
9632,4,4,0,0,
9633,0,0,0,0,
9651,2,1,1,0,
9653,1,1,0,0,
9658,1,1,0,0,
9660,0,0,0,0,
9665,5,2,3,0,
9671,0,0,0,0,
9682,0,0,0,0,
9683,0,0,0,0,
9687,0,0,0,0,
9691,1,1,0,0,
9693,8,7,1,0,
9700,1,0,1,0,
9701,0,0,0,0,
9489,2,2,0,0,
9496,0,0,0,0,
9500,0,0,0,0,
9501,1,1,0,0,
9506,4,4,0,0,
9508,3,1,2,0,
9513,0,0,0,0,
9516,3,3,0,0,
9518,1,1,0,0,
9519,1,0,1,0,
9522,2,2,0,0,
9528,5,1,4,0,
9530,0,0,0,0,
9537,0,0,0,0,
9542,6,1,5,0,
9554,0,0,0,0,
9557,2,1,1,0,
9558,1,1,0,0,
9562,10,9,1,0,
9581,0,0,0,0,
9584,0,0,0,0,
9821,0,0,0,0,
9823,0,0,0,0,
9824,5,1,4,0,
9828,4,4,0,0,
9829,3,3,0,0,
9837,1,1,0,0,
9844,0,0,0,0,
9847,4,4,0,0,
9853,1,1,0,0,
9866,0,0,0,0,
9867,2,0,1,1,
9872,0,0,0,0,
9889,0,0,0,0,
9895,0,0,0,0,
9896,0,0,0,0,
9900,0,0,0,0,
9908,4,4,0,0,
9909,3,3,0,0,
9912,0,0,0,0,
9914,4,2,2,0,
9923,2,1,1,0,
9708,0,0,0,0,
9709,4,0,4,0,
9711,1,1,0,0,
9725,1,0,1,0,
9726,0,0,0,0,
9734,1,1,0,0,
9736,4,1,3,0,
9751,0,0,0,0,
9764,3,3,0,0,
9765,0,0,0,0,
9767,2,0,2,0,
9773,12,12,0,0,
9783,0,0,0,0,
9786,0,0,0,0,
9788,3,3,0,0,
9794,4,4,0,0,
9797,2,2,0,0,
9798,2,0,2,0,
9802,0,0,0,0,
9807,0,0,0,0,
9809,0,0,0,0,
9814,0,0,0,0,
9816,2,0,2,0,
10048,1,0,1,0,
10049,4,2,2,0,
10059,0,0,0,0,
10067,0,0,0,0,
10076,0,0,0,0,
10079,0,0,0,0,
10080,4,3,1,0,
10094,0,0,0,0,
10098,10,10,0,0,
10108,1,1,0,0,
10123,0,0,0,0,
10130,0,0,0,0,
10135,1,1,0,0,
10151,3,3,0,0,
10154,0,0,0,0,
10155,4,4,0,0,
10159,0,0,0,0,
10161,0,0,0,0,
9929,5,1,4,0,
9930,0,0,0,0,
9954,0,0,0,0,
9957,3,1,2,0,
9959,1,1,0,0,
9961,2,2,0,0,
9963,2,1,1,0,
9969,0,0,0,0,
9981,0,0,0,0,
9983,4,4,0,0,
9985,0,0,0,0,
9989,5,1,4,0,
9996,0,0,0,0,
9997,2,0,2,0,
9998,1,0,1,0,
10004,0,0,0,0,
10013,6,5,1,0,
10014,11,11,0,0,
10029,0,0,0,0,
10040,0,0,0,0,
10283,0,0,0,0,
10305,5,5,0,0,
10311,6,3,3,0,
10313,3,2,1,0,
10337,4,2,2,0,
10340,1,0,1,0,
10348,0,0,0,0,
10352,2,2,0,0,
10356,1,1,0,0,
10357,1,1,0,0,
10362,0,0,0,0,
10379,1,1,0,0,
10380,0,0,0,0,
10388,7,6,1,0,
10392,4,2,2,0,
10394,1,0,1,0,
10402,0,0,0,0,
10403,2,0,2,0,
10408,0,0,0,0,
10420,0,0,0,0,
10424,1,1,0,0,
10425,2,1,1,0,
10178,0,0,0,0,
10190,0,0,0,0,
10196,2,2,0,0,
10203,3,3,0,0,
10208,7,1,6,0,
10213,4,4,0,0,
10217,0,0,0,0,
10231,0,0,0,0,
10233,0,0,0,0,
10235,7,7,0,0,
10236,4,4,0,0,
10240,2,0,2,0,
10246,0,0,0,0,
10254,0,0,0,0,
10257,0,0,0,0,
10260,0,0,0,0,
10264,2,2,0,0,
10267,0,0,0,0,
10269,0,0,0,0,
10274,1,0,1,0,
10277,0,0,0,0,
10279,3,3,0,0,
10280,0,0,0,0,
10281,3,1,2,0,
10571,2,1,1,0,
10572,0,0,0,0,
10573,0,0,0,0,
10577,1,1,0,0,
10579,2,0,2,0,
10581,5,5,0,0,
10590,2,1,1,0,
10593,1,0,1,0,
10598,0,0,0,0,
10604,0,0,0,0,
10613,4,4,0,0,
10619,1,0,1,0,
10620,0,0,0,0,
10622,0,0,0,0,
10623,6,6,0,0,
10629,1,0,0,1,
10633,3,3,0,0,
10634,2,2,0,0,
10640,0,0,0,0,
10651,1,1,0,0,
10657,4,3,1,0,
10661,0,0,0,0,
10664,0,0,0,0,
10670,2,0,2,0,
10676,0,0,0,0,
10453,2,1,1,0,
10454,1,1,0,0,
10461,0,0,0,0,
10464,0,0,0,0,
10470,0,0,0,0,
10476,1,1,0,0,
10483,0,0,0,0,
10501,0,0,0,0,
10504,5,5,0,0,
10516,3,3,0,0,
10518,0,0,0,0,
10519,0,0,0,0,
10521,1,1,0,0,
10525,0,0,0,0,
10526,9,8,1,0,
10536,7,6,1,0,
10558,2,0,2,0,
10562,2,1,0,1,
10564,1,0,1,0,
10566,1,0,0,1,
10568,0,0,0,0,
10819,6,6,0,0,
10827,1,1,0,0,
10832,0,0,0,0,
10837,1,1,0,0,
10838,0,0,0,0,
10854,7,6,1,0,
10862,1,1,0,0,
10868,1,1,0,0,
10875,1,0,0,1,
10910,3,3,0,0,
10913,0,0,0,0,
10925,3,1,2,0,
10931,1,1,0,0,
10933,5,2,3,0,
10935,1,1,0,0,
10942,0,0,0,0,
10682,1,1,0,0,
10687,2,0,2,0,
10693,2,1,1,0,
10703,5,3,2,0,
10706,1,0,1,0,
10710,1,1,0,0,
10717,1,1,0,0,
10724,0,0,0,0,
10728,5,2,3,0,
10730,5,4,1,0,
10732,6,5,1,0,
10737,2,0,2,0,
10746,0,0,0,0,
10763,4,4,0,0,
10772,0,0,0,0,
10791,3,2,1,0,
10793,3,3,0,0,
11076,1,1,0,0,
11083,0,0,0,0,
11086,2,2,0,0,
11088,0,0,0,0,
11097,0,0,0,0,
11102,3,2,1,0,
11103,1,0,1,0,
11105,0,0,0,0,
11106,3,3,0,0,
11108,2,1,1,0,
11111,4,4,0,0,
11112,2,2,0,0,
11134,0,0,0,0,
11135,0,0,0,0,
11141,3,0,3,0,
11144,7,7,0,0,
11154,0,0,0,0,
11155,2,1,1,0,
11156,0,0,0,0,
11159,1,0,1,0,
11160,3,1,2,0,
11163,0,0,0,0,
10950,5,5,0,0,
10963,0,0,0,0,
10964,3,2,1,0,
10977,0,0,0,0,
10984,2,2,0,0,
10988,2,2,0,0,
10993,6,5,1,0,
10995,0,0,0,0,
11000,4,4,0,0,
11001,0,0,0,0,
11008,0,0,0,0,
11012,0,0,0,0,
11021,0,0,0,0,
11033,0,0,0,0,
11036,1,0,1,0,
11047,0,0,0,0,
11048,1,1,0,0,
11056,4,1,3,0,
11060,0,0,0,0,
11062,3,2,1,0,
11063,0,0,0,0,
11068,0,0,0,0,
11069,1,1,0,0,
11071,2,2,0,0,
11072,0,0,0,0,
11304,1,1,0,0,
11307,2,2,0,0,
11309,0,0,0,0,
11311,1,0,1,0,
11313,0,0,0,0,
11314,0,0,0,0,
11315,0,0,0,0,
11329,0,0,0,0,
11336,2,1,1,0,
11353,0,0,0,0,
11364,2,1,1,0,
11366,0,0,0,0,
11381,1,1,0,0,
11384,0,0,0,0,
11395,4,4,0,0,
11399,0,0,0,0,
11407,5,4,1,0,
11408,0,0,0,0,
11414,6,6,0,0,
11417,0,0,0,0,
11421,6,2,4,0,
11425,2,1,1,0,
11434,0,0,0,0,
11436,2,1,1,0,
11173,7,7,0,0,
11195,0,0,0,0,
11199,1,1,0,0,
11211,0,0,0,0,
11213,0,0,0,0,
11216,4,0,4,0,
11221,0,0,0,0,
11223,0,0,0,0,
11225,1,0,1,0,
11234,5,3,2,0,
11237,0,0,0,0,
11249,7,7,0,0,
11251,1,1,0,0,
11253,3,1,2,0,
11260,0,0,0,0,
11261,1,1,0,0,
11262,0,0,0,0,
11269,1,1,0,0,
11274,0,0,0,0,
11278,0,0,0,0,
11279,4,4,0,0,
11283,2,1,1,0,
11579,8,7,1,0,
11582,0,0,0,0,
11585,1,0,1,0,
11591,0,0,0,0,
11593,0,0,0,0,
11595,1,1,0,0,
11625,0,0,0,0,
11629,0,0,0,0,
11631,1,1,0,0,
11634,7,3,4,0,
11649,0,0,0,0,
11652,0,0,0,0,
11655,3,3,0,0,
11656,1,0,1,0,
11663,0,0,0,0,
11664,6,6,0,0,
11665,0,0,0,0,
11669,0,0,0,0,
11670,1,1,0,0,
11676,0,0,0,0,
11683,2,2,0,0,
11444,0,0,0,0,
11462,2,0,2,0,
11473,0,0,0,0,
11474,1,1,0,0,
11478,2,2,0,0,
11482,0,0,0,0,
11486,7,7,0,0,
11491,3,3,0,0,
11493,4,1,2,1,
11497,1,0,1,0,
11500,0,0,0,0,
11505,0,0,0,0,
11513,6,3,3,0,
11526,0,0,0,0,
11530,0,0,0,0,
11533,8,7,1,0,
11537,1,0,1,0,
11545,2,2,0,0,
11549,0,0,0,0,
11555,1,1,0,0,
11572,0,0,0,0,
11574,0,0,0,0,
11786,0,0,0,0,
11789,0,0,0,0,
11790,0,0,0,0,
11792,1,0,0,1,
11820,5,5,0,0,
11830,3,0,3,0,
11842,9,9,0,0,
11843,1,0,1,0,
11845,0,0,0,0,
11847,0,0,0,0,
11879,0,0,0,0,
11880,1,0,1,0,
11881,5,4,0,1,
11887,0,0,0,0,
11888,1,0,1,0,
11890,2,1,1,0,
11898,0,0,0,0,
11902,3,0,3,0,
11903,1,1,0,0,
11905,7,7,0,0,
11907,0,0,0,0,
11911,0,0,0,0,
11689,0,0,0,0,
11690,1,0,1,0,
11691,1,0,1,0,
11694,0,0,0,0,
11706,0,0,0,0,
11711,4,3,1,0,
11712,3,0,2,1,
11715,6,2,4,0,
11722,2,1,1,0,
11727,3,2,0,1,
11729,1,1,0,0,
11734,0,0,0,0,
11740,1,1,0,0,
11742,8,8,0,0,
11748,0,0,0,0,
11750,1,1,0,0,
11752,0,0,0,0,
11753,1,1,0,0,
11762,6,6,0,0,
11765,0,0,0,0,
11767,1,1,0,0,
11782,0,0,0,0,
11784,0,0,0,0,
12063,4,4,0,0,
12064,0,0,0,0,
12066,0,0,0,0,
12068,0,0,0,0,
12071,0,0,0,0,
12072,1,0,1,0,
12077,2,2,0,0,
12079,6,6,0,0,
12094,1,1,0,0,
12098,3,1,2,0,
12119,0,0,0,0,
12124,11,9,2,0,
12131,0,0,0,0,
12132,1,1,0,0,
12135,0,0,0,0,
12137,2,1,1,0,
12139,0,0,0,0,
12144,0,0,0,0,
12154,1,1,0,0,
12156,3,1,2,0,
12158,0,0,0,0,
11916,0,0,0,0,
11918,3,1,2,0,
11930,4,4,0,0,
11931,8,7,1,0,
11938,1,1,0,0,
11949,0,0,0,0,
11953,2,0,2,0,
11958,4,1,3,0,
11960,0,0,0,0,
11974,1,1,0,0,
11984,4,4,0,0,
11996,1,1,0,0,
12004,0,0,0,0,
12005,2,2,0,0,
12007,0,0,0,0,
12017,1,0,0,1,
12028,0,0,0,0,
12040,6,3,3,0,
12042,0,0,0,0,
12044,2,2,0,0,
12045,1,0,1,0,
12047,0,0,0,0,
12254,3,3,0,0,
12263,6,3,3,0,
12272,3,2,1,0,
12275,1,1,0,0,
12277,8,7,1,0,
12279,1,0,1,0,
12283,1,0,1,0,
12287,0,0,0,0,
12288,0,0,0,0,
12289,0,0,0,0,
12302,4,4,0,0,
12304,0,0,0,0,
12307,1,0,1,0,
12318,0,0,0,0,
12323,7,3,4,0,
12334,0,0,0,0,
12340,0,0,0,0,
12353,4,3,1,0,
12356,2,1,0,1,
12357,0,0,0,0,
12359,2,0,2,0,
12164,9,9,0,0,
12171,1,1,0,0,
12180,0,0,0,0,
12181,1,1,0,0,
12189,0,0,0,0,
12190,1,1,0,0,
12191,0,0,0,0,
12194,0,0,0,0,
12199,3,1,2,0,
12203,1,0,1,0,
12208,0,0,0,0,
12209,3,1,2,0,
12213,5,4,0,1,
12217,0,0,0,0,
12218,0,0,0,0,
12219,0,0,0,0,
12220,7,7,0,0,
12224,0,0,0,0,
12229,0,0,0,0,
12230,1,1,0,0,
12233,1,1,0,0,
12236,0,0,0,0,
12243,0,0,0,0,
12246,1,0,1,0,
12253,0,0,0,0,
12463,0,0,0,0,
12464,0,0,0,0,
12468,1,1,0,0,
12469,0,0,0,0,
12478,0,0,0,0,
12485,2,2,0,0,
12487,3,3,0,0,
12491,0,0,0,0,
12494,5,2,3,0,
12501,0,0,0,0,
12508,4,4,0,0,
12511,4,1,3,0,
12516,0,0,0,0,
12519,0,0,0,0,
12521,4,4,0,0,
12535,0,0,0,0,
12542,1,0,1,0,
12545,0,0,0,0,
12554,1,0,1,0,
12563,5,5,0,0,
12566,1,1,0,0,
12568,1,1,0,0,
12570,0,0,0,0,
12361,5,4,1,0,
12365,4,0,3,1,
12366,0,0,0,0,
12377,9,8,1,0,
12388,0,0,0,0,
12394,0,0,0,0,
12396,1,0,1,0,
12397,3,3,0,0,
12404,5,5,0,0,
12405,0,0,0,0,
12407,1,1,0,0,
12413,0,0,0,0,
12414,0,0,0,0,
12418,1,1,0,0,
12419,0,0,0,0,
12421,0,0,0,0,
12430,0,0,0,0,
12431,5,2,3,0,
12436,2,1,1,0,
12439,0,0,0,0,
12452,6,1,5,0,
12454,1,0,1,0,
12456,1,1,0,0,
12679,0,0,0,0,
12686,0,0,0,0,
12697,0,0,0,0,
12705,0,0,0,0,
12715,0,0,0,0,
12716,4,0,4,0,
12719,3,3,0,0,
12730,4,2,1,1,
12732,0,0,0,0,
12737,0,0,0,0,
12740,2,2,0,0,
12742,0,0,0,0,
12744,1,0,0,1,
12748,5,1,3,1,
12771,8,6,2,0,
12782,10,10,0,0,
12787,0,0,0,0,
12577,6,4,2,0,
12582,0,0,0,0,
12583,0,0,0,0,
12584,5,1,4,0,
12593,0,0,0,0,
12598,3,1,2,0,
12600,0,0,0,0,
12601,0,0,0,0,
12602,0,0,0,0,
12609,4,3,1,0,
12616,2,0,2,0,
12617,0,0,0,0,
12632,2,2,0,0,
12633,0,0,0,0,
12634,1,1,0,0,
12649,1,0,1,0,
12650,0,0,0,0,
12657,6,6,0,0,
12664,1,1,0,0,
12672,0,0,0,0,
12675,9,7,2,0,
12677,1,1,0,0,
12927,0,0,0,0,
12928,5,5,0,0,
12933,0,0,0,0,
12935,0,0,0,0,
12939,1,1,0,0,
12940,1,1,0,0,
12957,1,0,0,1,
12958,1,1,0,0,
12960,0,0,0,0,
12961,13,11,2,0,
12962,1,0,1,0,
12965,0,0,0,0,
12967,0,0,0,0,
12971,0,0,0,0,
12973,0,0,0,0,
12975,4,4,0,0,
12977,1,1,0,0,
12987,0,0,0,0,
12989,3,3,0,0,
13003,2,0,2,0,
13011,0,0,0,0,
13014,0,0,0,0,
13023,0,0,0,0,
